tranche,zincid,SMILES
H25P210,ZINCpr000002rHmu,CCn1cc(Cl)c(C(=O)N2CCOC[C@H]2c2cn(C(C)(C)C)nn2)n1
H25P230,ZINCpt000003jnFn,O=C(Cc1ccco1)N[C@@H]1CCCN(c2ncnc3scnc23)CC1
H25P250,ZINCpv00000xCXO9,C[C@]1(NC(=O)C2=CCCC2)C[C@@H](NC(=O)c2ccc(F)c(F)c2O)C1
H24P110,ZINCoh00000op9rN,Cc1cncc(NC(=O)[C@@H]2C[C@H](O)CCN2Cc2n[nH]cc2Cl)n1
H21P110,ZINClh00001bPvhv,CN(C)C(=O)C(C)(C)CNC(=O)N[C@H]1C[C@H](OC(F)F)C1
H24P040,ZINCoa00000HLqg2,CC1(C)C[C@H](NC(=O)[C@](C)(CO)NC(=O)[C@@H]2CC[C@H]2C#N)CCO1
H22P280,ZINCmy000006BXys,CC1(C)[C@H](C(=O)OCC(=O)C2(C#N)CC2)[C@H]1c1ccccc1
H25P090,ZINCpf00002sYBSc,COC(=O)c1cccn1CC(=O)N1CCc2ccc(C(=O)O)nc2C1
H25P380,ZINCpI00000FExrd,C[C@]1(Br)C[C@H]1CN(CC[C@@H]1CCCC[C@H]1O)C(=O)[C@@]1(C)CCCCO1
H22P340,ZINCmE00000azjLl,Cc1nc(Br)c(C(=O)N(C)CCNC(=O)c2sccc2Cl)s1
H24M000,ZINCo500000204yQ,COC[C@@H](O)C(=O)NC[C@@H](C)N(C)C(=O)c1ccc2nc[nH]c2n1
H25P330,ZINCpD00000O4g8m,CCc1ccc(NCc2nc3cccc(C(=O)OC)c3[nH]2)cc1C#N
H25P090,ZINCpf00002sYBRJ,COC(=O)[C@]1(C)C[C@H]1CNS(=O)(=O)c1ccc2c(c1)C[C@H](C(=O)O)C2
H25P320,ZINCpC00000O4g7V,CCc1cc(CN(CC2(F)CCCCCC2)C(=O)C(OC)OC)no1
H19P120,ZINCji00001bPvhf,CN(C)C(=O)C(C)(C)CNC(=O)N1CC[C@H]1CCF
H22P300,ZINCmA00000azjL9,Cc1nc(Br)c(C(=O)NC2(CCCNC(=O)C(C)C)CC2)s1
H24P260,ZINCow000007IX9D,Cc1ccoc1C(=O)NC[C@H]1CCN(C(=O)C#CC(C)C)[C@H](C)C1
H24P350,ZINCoF0000050teH,CC[C@@H](CC(=O)N1CC2(NC(=O)CCCC(C)(C)C)CC1C2)SC
H24P310,ZINCoB00000m13i1,Cn1cncc1[C@@H]1CCCCN1C(=O)c1ccc(OCCF)cc1
H24P300,ZINCoA00000m13hK,Cn1cncc1[C@H]1CCCCN1CCC(=O)OCc1ccccc1
H25P100,ZINCpg00002sYBSF,COC(=O)C1(CCCn2cc([C@@H](C)NC[C@H]3COCCO3)nn2)CC1
H23P300,ZINCnA000003KA6M,CC(C)C[C@@H](C)CN1CCC[C@H](CCNC(=O)CC(C)(C)O)C1
H24P100,ZINCog00000HLqfZ,CC1=CC[C@H](NC(=O)[C@@](C)(CO)NC(=O)Cc2coc(C)n2)CC1
H25P270,ZINCpx00000xCXNC,C[C@@]1(NC(=O)C2CCC2)CCCC[C@@H]1C(=O)NCc1ncccc1F
H25P310,ZINCpB00000O4g7Z,CCc1cc(CN(C[C@]2(F)CCCOC2)C(=O)[C@H]2CC[C@H]3C[C@H]32)on1
H25P030,ZINCp900000VW6G9,C[C@H]1CNc2c(C(=O)NC3CC(n4cc(C(=O)O)nn4)C3)cnn2C1
H25M000,ZINCp500002sYBRT,COC(=O)[C@]1(C)C[C@H](NC(=O)C[C@H](O)c2cn(CCN(C)C)nn2)C1
H25M100,ZINCp400000VW6Fv,C[C@H]1CN2CCN1C[C@@H]2C(=O)N1CC(CCNC(=O)C2(O)COC2)C1
H25P230,ZINCpt000003jnDH,O=C(Cc1ccco1)NC[C@H]1CC(F)(F)CN1C(=O)[C@H](F)CC1CC1
H25P230,ZINCpt000003jnZH,O=C(Cc1ccncc1Cl)NC1([C@@H]2CCCN2C(=O)C23CC2C3)CC1
H24P150,ZINCol00000op9s0,Cc1cncc(NC(=O)[C@H]2CCN2C(=O)c2cnc(O)c(Br)c2)n1
H25M000,ZINCp500002sYBS5,COC(=O)[C@]1(C)C[C@H](NC(=O)CN(C)C(=O)c2cc(O)cc(=O)o2)C1
H25P210,ZINCpr000002rHx3,CCn1cc(Cl)c(C(=O)N2[C@H]3CCC[C@H]2CN(C(=O)[C@@H]2C[C@H]2F)C3)n1
H25P270,ZINCpx00000xCXNv,C[C@@]1(NC(=O)C2=C[C@@]3(CCN(C(=O)CP(C)(C)=O)C3)C2)CC=CCC1
H23P220,ZINCns00000r2f9b,C[C@H](CN=[N+]=[N-])NC(=O)C[C@@H](NC(=O)C1(C)CC=CC1)C(F)F
H25P300,ZINCpA00000O4g8e,CCc1cc(CN(C[C@@]2(F)CCOC2)C(=O)[C@@H]2CCOC2)ccc1C
H23P050,ZINCnb00000gEfFK,CCCCOCC(=O)N[C@@H]1CCN(C(=O)[C@H]2CC2(F)F)C[C@H]1O
H21P080,ZINCle00001bPvhj,CN(C)C(=O)C(C)(C)CNC(=O)N1CCO[C@@H](CCF)C1
H24M000,ZINCo500000204LM,COC[C@@H](O)C(=O)NC[C@@H](C1CC1)N(C)C(=O)Cc1ccccn1
H25M100,ZINCp400002sYBRQ,COC(=O)[C@]1(C)C[C@H](NC(=O)C2=CCN(C(=O)[C@H](O)CC(N)=O)C2)C1
H25M000,ZINCp500002sYBSl,COC(=O)[C@@]1(C)CCN1C(=O)C[C@H]1CCN(C(=O)[C@H]2CNC(=O)N2)C1
H25P210,ZINCpr000002rHGp,CCn1cc(Cl)c(C(=O)NCC[C@H](C)NC(=O)c2ccc(C)nc2)n1
H24P300,ZINCoA00000m13hU,Cn1cncc1[C@H]1CCCCN1C(=O)c1ccc(C(C)(C)O)cc1
H22P280,ZINCmy000006BXHH,CC1(C)[C@H](NC[C@H]2COC3(CCCCCC3)O2)[C@H]2CCO[C@H]21
H24P350,ZINCoF0000050tlK,CC[C@@H](CC(=O)N1CCC(NC(=O)CCCC2CC2)CC1)C1CC1
H24P150,ZINCol00000op9rP,Cc1cnc(CNC(=O)[C@H]2C[C@@H](O)CN2c2ncc(Br)c(C)n2)s1
H25P230,ZINCpt000003jo19,O=C(Cc1ccncc1Cl)N[C@]1(CF)CCN(C(=O)[C@@H]2C=CCC2)C1
H20P010,ZINCk700001bPvhd,CN(C)C(=O)C(C)(C)CNC(=O)CNC1CC(C#N)C1
H23P050,ZINCnb00000gEfAm,CCCCOCC(=O)NCC1(O)CN(C(=O)[C@@H]2C[C@H]2C2CC2)C1
H25M000,ZINCp500002sYBSi,COC(=O)[C@]1(C)CCN1C(=O)CC[C@H](C)NC(=O)[C@@H]([C@H](C)O)N(C)C
H23P300,ZINCnA000003KAaq,CC(C)C[C@@H](C)CN1CC[C@H]1CNC(=O)c1coc(C2CC2)n1
H25P130,ZINCpj00000SOeKi,O=C(NC/C=C/CC(=O)N1CCCC2(CCCC2)C1)[C@@H]1CCNC1=O
H25P310,ZINCpB00000O4g7S,CCC1CC(CN(CC2(F)CCCCC2)C(=O)[C@@H]2CSCC(=O)N2)C1
H23P220,ZINCns00000r2f92,C[C@H](CN=[N+]=[N-])NC(=O)C[C@@H]1CCCN(C(=O)C2SCCS2)C1
H21P370,ZINClH00000g4cod,C[C@@H]1Cc2cc(NC(=O)Nc3ccc(Cl)cn3)ccc2O1
H25M000,ZINCp500002sYBS3,COC(=O)[C@]1(C)C[C@H](NC(=O)[C@H](O)CNC(=O)Cn2ccc(C)n2)C1
H23P050,ZINCnb00000gEezb,CCCCCc1cn(CC(=O)N2CC[C@@H](CNC(N)=O)C2)nn1
H25P250,ZINCpv00000xCXO0,C[C@@]1(NC(=O)c2ccc3[nH]cc(Cc4nn[nH]n4)c3c2)CC=CCC1
H25M100,ZINCp400002sYBSv,COC(=O)[C@]1(C)CCN1C(=O)[C@H](NC(=O)CC(=O)N(C)C)C(C)(C)O
H25P030,ZINCp900000VW6G3,C[C@@H]1CN(c2ccncc2)CCN1C(=O)NC1(C)CN(S(C)(=O)=O)C1
H24P320,ZINCoC00000m13hF,Cn1cncc1[C@@H]1CCCCN1Cc1cc2c(nc1Cl)CCOC2
H24M000,ZINCo500000204uK,COC[C@@H](O)C(=O)NC[C@@H](C)CNC(=O)c1nc(C)c(C)nc1C
H25P380,ZINCpI00000FExrk,C[C@]1(Br)C[C@H]1CN(CC[C@@H]1CCC[C@H]1O)Cc1cccn2cncc12
H24P260,ZINCow000007IWIK,Cc1ccoc1C(=O)NCC[C@@]12CC[C@@H]1CN(C(=O)C1=CCC1)C2
H25P120,ZINCpi00000SOeJJ,O=C(NCCCCC(=O)N1CC2(CCOCC2)C1)[C@@H](F)n1ccnc1
H24P170,ZINCon00000si4fg,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)N[C@@H]1Cc2ccccc2N(C)C1
H23P210,ZINCnr00000r2f9a,C[C@H](CN=[N+]=[N-])NC(=O)C[C@@H](NC(=O)[C@@]1(C)CC1(F)F)C1CC1
H25P010,ZINCp700002sYBRV,COC(=O)[C@]1(C)C[C@H](NC(=O)[C@H]2CC[C@@H]([C@H]3COCCO3)O2)CCO1
H23P050,ZINCnb00000gEgAh,CCCCSCC(=O)N[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)C(=O)N2)C1
H24P190,ZINCop00000si4fp,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)NNC(=S)Nc1ccc(C)cc1
H24P300,ZINCoA00000m13hE,Cn1cncc1CC(=O)N(Cc1ccc(O)cc1)C1CCCCC1
H23P050,ZINCnb00000gEgsP,CCCCSCC(=O)NCC1(F)CN(C(=O)CNC(=O)OC)C1
H23P050,ZINCnb00000gEfIT,CCCCOCC(=O)N[C@@H]1C[C@H](CNC(=O)[C@@H]2C[C@H]2F)C[C@H]1O
H21P250,ZINClv00000g4cob,C[C@H]1Cc2cc(NC(=O)CN3[C@H]4CC[C@@H]3CC4)ccc2O1
H25P230,ZINCpt000003jnIy,O=C(Cc1ccco1)N[C@H]1C[C@@H]2CN(C(=O)[C@@H]3CCCSC3)C[C@@H]2C1
H25P280,ZINCpy00000xCXOa,C[C@]1(NC(=O)C2CCCC2)CCN(C(=O)c2ccc(C3CC3)nc2)C1
H25P310,ZINCpB00000O4g7T,CCc1cc(CN(CC2(F)CCCCC2)C(=O)[C@H](C)OC(C)=O)no1
H25M000,ZINCp500000VW6Fp,C[C@@H]1[C@@H](NC(=O)CS(C)(=O)=O)CCCN1C(=O)CC1COCCOC1
H24P300,ZINCoA00000m13hz,Cn1cncc1CCNc1cncc(OCc2cccc(Cl)c2)n1
H24P100,ZINCog00000HLqfS,CC1(C)C[C@@H](NC(=O)C(C)(C)NC(=O)CN2CCSCC2)CCO1
H25M000,ZINCp500000VW6Fe,C[C@@H]1[C@@H](NC(=O)C(N)=O)CCN1C(=O)c1cnn(C[C@H]2CCCO2)c1
H25P210,ZINCpr000002rHKt,CCn1cc(Cl)c(C(=O)NC[C@@H]2[C@@H](C)CCN2C(=O)[C@@H]2CC2(F)F)n1
H22P310,ZINCmB00000azjLa,Cc1nc(Br)c(C(=O)N[C@]2(C)CCN(C(=O)C(C)(Cl)Cl)C2)s1
H25P210,ZINCpr000002rHGw,CCn1cc(Cl)c(C(=O)NCC[C@H](C)NC(=O)c2cncc(C)c2)n1
H25M000,ZINCp500002sYBRy,COC(=O)c1ccc(C(=O)NC[C@@]23CC[C@@](C(=O)OC)(CN2)C3)nn1
H24P300,ZINCoA00000m13hR,Cn1cncc1[C@@H]1CCCCN1C(=O)c1ccc2ncc(I)n2c1
H25P010,ZINCp700000VW6F4,C[C@H]1[C@H](NC(=O)CNC(=O)CCCCO)CCCN1C(=O)[C@@H]1C[C@@H]1F
H24P260,ZINCow000007IXcY,Cc1ccoc1C(=O)NC[C@H]1C[C@@H](NC(=O)c2ccccc2F)C1
H24P180,ZINCoo00000si4f0,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)Nc1cccc(OCCNC)c1
H22P340,ZINCmE00000azjLg,Cc1nc(Br)c(C(=O)N(C)C[C@@H](C)N(C)C(=O)/C(Cl)=C/Cl)s1
H25P040,ZINCpa00000VW6Fm,C[C@H]1[C@@H](NC(=O)CSc2cn[nH]c2)CCCN1C(=O)c1cnnn1C
H24P170,ZINCon00000si4fs,CCOC(=O)[C@@H]1C[C@]12C[C@H]2C(=O)OCc1cc(OC)nc(OC)c1
H24P180,ZINCoo00000si4f5,CCOC(=O)[C@@H]1C[C@@]12C[C@@H]2C(=O)NCc1cccc(NC(C)=O)c1
H25M000,ZINCp500000VW6Gb,C[C@@H]1CN(c2nccnc2C#N)CCN1C(=O)[C@@H]1COC2(CNC2)C1
H23P050,ZINCnb00000gEgyA,CCCCSCC(=O)N[C@@]1(C)CCN(C(=O)[C@@H](CO)N(C)C)C1
H24P080,ZINCoe00000HLqgi,CC1(C)C[C@@H](NC(=O)C[C@H]2CCN2C(=O)c2ccncc2)C(=O)O1
H24P060,ZINCoc00000HLqfY,CC1(C)C[C@@H](NC(=O)[C@](C)(CO)NC(=O)c2c[nH]nc2Cl)CCO1
H24P220,ZINCos00000mpIBN,C=CC(C)(C)CC(=O)N1CCSC[C@H]1C(=O)N[C@H]1CCC[C@@H]1OC
H24P260,ZINCow000007IXdA,Cc1ccoc1C(=O)NC[C@H]1C[C@@H]1NC(=O)c1ccc(C(F)F)o1
H25M000,ZINCp500002sYBRK,COC(=O)c1cc([C@@H]2CN(C(=O)[C@@]3(N)C[C@@]34CCOC4)CCO2)no1
H25P260,ZINCpw00000xCXNt,CC1(NC(=O)C2CC3(CCN(C(=O)COC4(C)CCCC4)C3)C2)CC1
H21P300,ZINClA00000g4cog,C[C@H]1CC2(CCN(C(=O)NCC3=CCCCC3)CC2)CO1
H23P200,ZINCnq00000r2f8O,C[C@H](CN=[N+]=[N-])NC(=O)CCCN(C)C(=O)c1ccc(O)cc1
H22P280,ZINCmy000006BXGc,CC1(C)[C@H](NC(=O)Cc2cc(Br)cs2)CCN1C(=O)C(F)F
H25P040,ZINCpa00002sYCkL,COC(=O)CCCNC(=O)C(C)(C)Cc1cn(CCC(=O)OC)nn1
H25P140,ZINCpk00000SOeJN,O=C(NCCCCC(=O)N1CCC12CC(CO)C2)c1ccc(F)cn1
H24P150,ZINCol00000op9s3,Cc1cnc(CNC(=O)[C@H]2CCN2C(=O)C(=O)c2ccccc2)s1
H23P050,ZINCnb00000gEg48,CCCCS(=O)(=O)CC(=O)N1CC[C@@H](NC(=O)[C@@H]2C[C@H]2CF)C1
H24P350,ZINCoF0000050tjh,CC[C@@H](CC(=O)N1CCC(CNC(=O)C(C)(C)F)CC1)C(C)(C)C
H25P340,ZINCpE00000FExre,C[C@@]1(Br)C[C@@H]1CN(CC[C@H]1CCCC[C@H]1O)C(=O)c1ccc(C#N)[nH]1
H25P260,ZINCpw00000xCXNQ,C[C@@]1(NC(=O)c2cc(C3CC3)[nH]n2)CCC[C@H]1NC(=O)[C@H]1CC1(Cl)Cl
H25P320,ZINCpC00000O4g7U,CCc1cc(CN(CC2(F)CCCCCC2)C(=O)C(F)(F)CO)no1
H20P080,ZINCke00001bPvhu,CN(C)C(=O)C(C)(C)CNC(=O)NCCOCC1CC1
H25M000,ZINCp500002sYBRW,COC(=O)[C@]1(C)C[C@H](NC(=O)[C@H]2C[C@H](O)[C@@H](NC(=O)[C@H](C)C#N)C2)C1
H24P200,ZINCoq00000mpIBV,CCC(CC)CC(=O)N1CC(SC)(C(=O)NC2CC(C)(CO)C2)C1
H24P100,ZINCog00000HLqg4,CC1=CC[C@H](NC(=O)[C@](C)(CO)NC(=O)[C@@H](C)C2(O)CCC2)CC1
H24M000,ZINCo500000204Vd,COC[C@@H](O)C(=O)NC[C@@H](NC(=O)c1cnccc1C#N)C(C)C
H25P230,ZINCpt000003jo5h,O=C(Cc1ccoc1)NC1([C@@H]2CCN(C(=O)C3C[C@@H]4C[C@H]4C3)C2)CC1
H22P280,ZINCmy000006BXr3,CC1(C)[C@@H](c2ccc(F)c(F)c2)CCN1C(=O)C[C@H]1CCN1
H25P370,ZINCpH00000FExrc,C[C@]1(Br)C[C@H]1CN(CC[C@H]1CCCC[C@H]1O)Cc1cnn(CCF)c1
H25M000,ZINCp500002sYBSG,COC(=O)c1ccc(N2CC[C@@H](CNC(=O)[C@H]3CCC(=O)N3)C2)nn1
H25P170,ZINCpn00000SOeJz,O=C(NC/C=C/CC(=O)N1CC2CC1(C(F)F)C2)[C@H]1C[C@@]12CCOC2
H23P230,ZINCnt00000r2f8Y,C[C@H](CN=[N+]=[N-])NC(=O)C(C)(C)NC(=O)[C@H]1[C@H]2CC[C@@H](C2)[C@H]1C
H22P280,ZINCmy000006BXHV,CC1(C)[C@H](N[C@H](CCO)C2CCCC2)CCCC12OCCO2
H21P040,ZINCla00001bPvhx,CN(C)C(=O)C(C)(C)CNC(=O)N[C@@H]1CN2CCC[C@H]1C2
H25P050,ZINCpb00000VW6Fn,C[C@H]1[C@@H](NC(=O)CSc2nc[nH]n2)CCN1C(=O)[C@H](O)C1CCCC1
H21P220,ZINCls00000g4co3,C[C@@H]1Cc2cc(CNC(=O)N3COCC3(C)C)ccc2O1
H22P280,ZINCmy000006BXHA,CC1(C)[C@H](NC[C@@H]2CC[C@H](C3CC3)O2)CCCC12OCCO2
H18P130,ZINCij00001bPvh2,CN(C)C(=O)C(C)(C)CNC(=O)[C@@H]1CC[C@@H](F)C1
H24M000,ZINCo500000204hk,COC[C@@H](O)C(=O)NCC[C@H]1CCCN1C(=O)C[C@H]1COCCO1
H23P050,ZINCnb00000gEf3G,CCCCN=C(NCc1c(Br)nnn1C)NC[C@H]1CNC(=O)C1
H25P370,ZINCpH00000FExro,C[C@]1(Br)C[C@H]1CN(CC[C@H]1CCC[C@H]1O)C(=O)c1ocnc1C(F)F
H25P080,ZINCpe00000VW6Fk,C[C@H]1[C@H](NC(=O)COC[C@@H]2CCOC2)CCCN1C(=O)c1ccon1
H25P250,ZINCpv00000xCXNA,CC1(NC(=O)c2cc3occc3s2)CN(C(=O)CCC(=O)C2CC2)C1
H25P310,ZINCpB00000O4g8b,CCC1CC(CN(C[C@@]2(F)CCOC2)C(=O)[C@H]2CC(C(C)C)=NO2)C1
H23P050,ZINCnb00000gEfIL,CCCCOCC(=O)N[C@@H]1C[C@@H]2C[C@H]1N(C(=O)C(F)(F)CO)C2
H25M000,ZINCp500002sYBVn,COC(=O)c1ccnc(N(C)C[C@@H](O)CNC(=O)c2c[nH]cc2F)n1
H25M000,ZINCp500002sYBSh,COC(=O)[C@]1(C)CCN1C(=O)CC(C)(C)NC(=O)[C@@H]1C[C@@H](O)CN1C
H25P230,ZINCpt000003jnX7,O=C(Cc1cccs1)N[C@H]1C=CCN(C(=O)c2ccc(F)c(O)c2)C1
H24P230,ZINCot00000mpIBS,CCC(CC)CC(=O)N1CC(SC)(C(=O)N2CC[C@]2(C)COC)C1
H21P150,ZINCll00001bPvhh,CN(C)C(=O)C(C)(C)CNC(=O)N1C[C@@H]2C[C@@H]3C[C@H]1[C@@H]2C3
H23P050,ZINCnb00000gEhvU,CCCC[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](CNC(=O)CC(C)(F)F)C1
H25P090,ZINCpf00000VW6Fu,C[C@H]1[C@H](O)CCN1CC(=O)NNC(=O)Cc1cccc2ccccc12
H23P050,ZINCnb00000gEcDO,CCCCC(=O)N[C@H]1CCN(C(=O)Cn2ncccc2=O)[C@@H]1C
H25P210,ZINCpr000002rH7t,CCn1cc(Cl)c(C(=O)N(C)CC2CN(C(=O)C(F)(F)C3CC3)C2)n1
H25P260,ZINCpw00000xCXNE,C[C@@]1(NC(=O)C2=CCC2)CCC[C@H]1NC(=O)C1Cc2ccccc2C1
H23P300,ZINCnA000003KAak,CC(C)C[C@@H](C)CN1CC[C@H]1CNC(=O)c1c[nH]nc1C(C)C
H23P250,ZINCnv00000r2f8C,C[C@H](CN=[N+]=[N-])NC(=O)CC(C)(C)N(C)C(=O)[C@H]1CCCSC1
H24P320,ZINCoC00000m13hW,Cn1cncc1[C@H]1CCCCN1C(=O)c1ccc(C(=O)O)cc1Br
H25P130,ZINCpj00000SOeJt,O=C(NCC#CCCO)[C@H]1N(C(=O)[C@H]2C[C@@H]2C2CC2)CC12CCCC2
H23P050,ZINCnb00000gEf0t,CCCCN=C(NC[C@H](COC)OC)N1CCN(CC)C(=O)C1
H24P050,ZINCob00000HLqfU,CC1(C)C[C@@H](NC(=O)CCC(N)=O)CN1C(=O)[C@@H]1CCCC(=O)C1
H25P210,ZINCpr000002rHDb,CCn1cc(Cl)c(C(=O)NCCCN(C)c2ncccc2[N+](=O)[O-])n1
H17P090,ZINChf00001bPvgT,CN(C)C(=O)C(C)(C)CNC(=O)C[C@@H]1C[C@H]1F
H25M000,ZINCp500002sYBRz,COC(=O)c1ccc(C(=O)NCC2(CO)CCN(S(C)(=O)=O)CC2)o1
H24M000,ZINCo500000204VZ,COC[C@@H](O)C(=O)NC[C@@H](NC(=O)c1sc(CO)nc1C)C(C)C
H23P210,ZINCnr00000r2f8z,C[C@H](CN=[N+]=[N-])NC(=O)CC(C)(C)N(C)C(=O)C1=CCCCO1
H23P200,ZINCnq00000r2f96,C[C@H](CN=[N+]=[N-])NC(=O)C[C@H]1CCN1C(=O)c1cc(Cl)cn1C
H25P210,ZINCpr000002rGO1,CCn1cc(CC(=O)N[C@@H](C)C[C@H](C)Nc2ccc(C#N)nc2)cn1
H23P050,ZINCnb00000gEfFu,CCCCOCC(=O)N[C@@H]1CCN(C(=O)C2OCCO2)C[C@@H]1C
H22P280,ZINCmy000006BXtV,CC1(C)[C@@H]2[C@@H](CCN2C(=O)Nc2cccc(CCF)c2)[C@H]1O
H24P130,ZINCoj00000op9s9,C[C@@]1(C#N)CCN(C(=O)[C@@H]2CCN(C(=O)c3cnc(Cl)cn3)C2)C1
H24P120,ZINCoi00000op9rL,Cc1cnc(CNC(=O)[C@H]2C[C@H](NC(=O)[C@@](C)(O)C(F)(F)F)C2)s1
H25P130,ZINCpj00000SOeK4,O=C(NC/C=C/CC(=O)N1CC[C@]2(CCOC2=O)C1)C1CCSCC1
H21P120,ZINCli00001bPvhp,CN(C)C(=O)C(C)(C)CNC(=O)NCCC[C@H]1CCOC1
H25P180,ZINCpo00000SOeJA,O=C(NC/C=C/CC(=O)N1CC2CC1(C(F)F)C2)[C@@H]1O[C@H]2CC[C@H]1C2
H23P050,ZINCnb00000gEdeo,CCCCCC(=O)N1C[C@@H]2CCN(C(=O)CN(C)CCO)[C@@H]2C1
H22P290,ZINCmz00000azjLh,Cc1nc(Br)c(C(=O)N(C)C[C@H](C)NC(=O)C2(C)CCC2)s1
H25P120,ZINCpi00000SOeJr,O=C(NCCC#CCO)[C@@H]1CN(C(=O)CSCC(F)F)C2(CCC2)C1
H25P210,ZINCpr000002rHqK,CCn1cc(Cl)c(C(=O)N2CC[C@H]2CNC(=O)C2C=CC=CC=C2)n1
H25P210,ZINCpr000002rHIw,CCn1cc(Cl)c(C(=O)NC[C@@H](C)Nc2ncnc3cccnc23)n1
H25P030,ZINCp900000VW6Fl,C[C@H]1[C@@H](NC(=O)CO[C@H]2CCOC2)CCN1C(=O)C[C@@H]1CCCN1C
H24P060,ZINCoc00000HLqfX,CC1(C)C[C@H](NC(=O)[C@](C)(CO)NC(=O)c2ccncn2)C12CC2
H25M000,ZINCp500000VW6Fs,C[C@H]1[C@H](NC(=O)CS(=O)(=O)N(C)C)CCCN1C(=O)[C@H]1CC[C@@H](C)O1
H23P050,ZINCnb00000gEgCt,CCCCSCCC(=O)N1C[C@H](O)[C@H](NC(=O)[C@@H](C)N(C)C)C1
H25P070,ZINCpd00000VW6FA,C[C@H]1CN2CCN1C[C@@H]2C(=O)NCCC(C)(C)CNC(=O)C(C)(C)F
H25P260,ZINCpw00000xCXO5,C[C@@]1(NC(=O)C2CC=CC2)CCC[C@H]1NC(=O)CC[C@H]1CCC(=O)C1
H25P080,ZINCpe00000VW6Fj,C[C@H]1[C@H](NC(=O)CO)CCCN1C(=O)c1cncc(OCC(F)F)c1
H24M000,ZINCo500000204Ho,COC[C@@H](O)C(=O)NC[C@@H](C)NC(=O)c1ccc(C(OC)OC)o1
H23P050,ZINCnb00000gEhuC,CCCC[C@@H](O)C(=O)N1CC[C@](O)(CNC(=O)C2CC=CC2)C1
H25M000,ZINCp500002sYBSn,COC(=O)[C@]1(C)CCN1C(=O)CCN(CC1CC1)C(=O)[C@@H](C)NC=O
H25P160,ZINCpm00000SOeKg,O=C(NC/C=C/CC(=O)N1CCCC12CCOCC2)[C@H]1CCCOC1
H23P300,ZINCnA000003KA1l,CC(C)C[C@@H](C)CN(C)CCCNC(=O)c1cc(C(F)F)[nH]n1
H25P090,ZINCpf00002sYBSA,COC(=O)C1(CCCn2cc(CCCN(C)C(=O)C(C)=O)nn2)CC1
H22P290,ZINCmz00000azjLi,Cc1nc(Br)c(C(=O)NCC[C@H](C)NC(=O)C2=CCCC2)s1
H23P050,ZINCnb00000gEdxk,CCCCCC(=O)N[C@@H]1CN(C(=O)C2CCN(C)CC2)C[C@H]1O
H23P050,ZINCnb00000gEgOb,CCCC[C@@H](C)C(=O)NC(C)(C)CNC(=O)[C@@H]1CCS(=O)(=O)N1
H25P230,ZINCpt000003jo0Z,O=C(Cc1ccncc1Cl)N[C@@]1(CF)CCN(C(=O)C=CC2CC2)C1
H24P180,ZINCoo00000si4fx,CCOC(=O)[C@@H]1C[C@@]12C[C@@H]2C(=O)OCC(=O)OCc1ccccc1
H21P230,ZINClt00000g4co8,C[C@H]1Cc2cc(NC(=O)CCc3nc(Cl)n[nH]3)ccc2O1
H23P210,ZINCnr00000r2f8P,C[C@H](CN=[N+]=[N-])NC(=O)/C=C/CN(C)C(=O)c1cncc(Cl)c1
H19P030,ZINCj900001bPvgF,CN(C)C(=O)C(C)(C)CNC(=O)[C@]12C[C@@H]1CC[C@H]2N
H25P260,ZINCpw00000xCXNn,CC1(NC(=O)C2=C[C@@]3(CCN(C(=O)[C@H]4CC45CC5)C3)C2)CC(F)(F)C1
H25P190,ZINCpp00000SOeJi,O=C(NCCCCCO)[C@H]1[C@@H]2C[C@H]1CN2C(=O)[C@@H]1[C@H]2CCCCC[C@H]21
H25P230,ZINCpt000003jnRf,O=C(Cc1cccs1)NC[C@@H]1CCCN1C(=O)C1([C@H]2CCCO2)CC1
H23P050,ZINCnb00000gEdlV,CCCCCC(=O)NCC1(O)CC(NC(=O)C2=COCCO2)C1
H25P280,ZINCpy00000xCXO1,C[C@@]1(NC(=O)C2CC=CC2)CCCC[C@@H]1C(=O)N1CC2(C1)CC2(F)F
H23P050,ZINCnb00000gEfJs,CCCCOCC(=O)N[C@@H]1[C@H]2CCN(C(=O)[C@@]34COC[C@@H]3C4)[C@H]21
H25P290,ZINCpz00000O4g8h,CCC1CC(CN(C[C@]2(F)CCOC2)C(=O)[C@@H](C)Cc2cnc[nH]2)C1
H24P100,ZINCog00000HLqg8,CC1=CC[C@H](NC(=O)C[C@H]2CCCN2C(=O)[C@H]2COC(=O)N2)CC1
H23P050,ZINCnb00000gEdz3,CCCCCC(=O)N[C@@H]1CN(C(=O)c2c[nH]ccc2=N)C[C@@H]1O
H24P260,ZINCow000007IX8L,Cc1ccoc1C(=O)NC[C@H]1CCCN(C(=O)C2=CCCSC2)C1
H25P210,ZINCpr000002rHmC,CCn1cc(Cl)c(C(=O)N2CCSC[C@@H]2CCNC(=O)[C@H]2C=C2C)n1
H24P260,ZINCow000007IWX7,Cc1ccoc1C(=O)NC[C@@H]1C[C@H](C)CCN1C(=O)C#CC(C)C
